order_id,customer_id,order_date,status
ORD02491,CUST0223,2023-12-22,Delivered
ORD02492,CUST0648,2023-11-23,Returned
ORD02493,CUST0768,2023-09-13,Delivered
ORD02494,CUST0360,2024-03-21,Delivered
ORD02495,CUST0921,2023-02-16,Delivered
ORD02496,CUST0329,2023-12-02,Shipped
ORD02497,CUST0962,2023-12-05,Shipped
ORD02498,CUST0463,2023-03-18,Shipped
ORD02499,CUST0946,2023-04-03,Delivered
ORD02500,CUST0963,2024-10-10,Delivered
ORD02501,CUST0561,2023-10-08,Delivered
ORD02502,CUST0804,2024-03-08,Shipped
ORD02503,CUST0382,2024-05-15,Delivered
ORD02504,CUST0836,2023-05-26,Delivered
ORD02505,CUST0590,2024-02-12,Processing
ORD02506,CUST0617,2024-06-16,Cancelled
ORD02507,CUST0169,2024-06-20,Delivered
ORD02508,CUST0217,2024-11-27,Delivered
ORD02509,CUST0378,2024-01-13,Delivered
ORD02510,CUST0119,2024-11-25,Shipped
ORD02511,CUST0190,2024-09-05,Processing
ORD02512,CUST0767,2023-04-15,Delivered
ORD02513,CUST0370,2024-07-13,Delivered
ORD02514,CUST0778,2024-02-05,Processing
ORD02515,CUST0149,2024-04-07,Cancelled
ORD02516,CUST0676,2023-01-17,Delivered
ORD02517,CUST0652,2024-07-14,Delivered
ORD02518,CUST0859,2024-12-12,Delivered
ORD02519,CUST0488,2024-07-21,Delivered
ORD02520,CUST0770,2023-06-02,Cancelled
ORD02521,CUST0374,2023-06-19,Processing
ORD02522,CUST0781,2023-04-14,Shipped
ORD02523,CUST0693,2024-11-25,Delivered
ORD02524,CUST0160,2024-08-16,Processing
ORD02525,CUST0351,2024-10-21,Delivered
ORD02526,CUST0912,2024-12-24,Delivered
ORD02527,CUST0288,2023-04-02,Delivered
ORD02528,CUST0288,2024-09-22,Delivered
ORD02529,CUST0892,2023-10-21,Shipped
ORD02530,CUST0226,2023-04-15,Delivered
ORD02531,CUST0523,2023-04-20,Delivered
ORD02532,CUST0522,2023-01-25,Delivered
ORD02533,CUST0783,2023-09-13,Delivered
ORD02534,CUST0273,2024-10-03,Delivered
ORD02535,CUST0936,2023-12-06,Delivered
ORD02536,CUST0402,2024-04-10,Processing
ORD02537,CUST0183,2024-09-24,Delivered
ORD02538,CUST0969,2024-11-24,Delivered
ORD02539,CUST0665,2023-02-19,Delivered
ORD02540,CUST0488,2024-11-09,Processing
ORD02541,CUST0827,2023-12-13,Delivered
ORD02542,CUST0846,2024-01-06,Delivered
ORD02543,CUST0124,2024-01-03,Delivered
ORD02544,CUST0985,2024-08-21,Delivered
ORD02545,CUST0626,2024-10-06,Delivered
ORD02546,CUST0790,2023-06-23,Shipped
ORD02547,CUST0414,2023-04-06,Shipped
ORD02548,CUST0980,2023-07-27,Delivered
ORD02549,CUST0725,2023-03-02,Shipped
ORD02550,CUST0172,2023-11-07,Shipped
ORD02551,CUST0288,2024-12-28,Delivered
ORD02552,CUST0435,2024-07-20,Delivered
ORD02553,CUST0686,2023-11-06,Delivered
ORD02554,CUST0113,2023-05-13,Delivered
ORD02555,CUST0888,2023-05-11,Shipped
ORD02556,CUST0917,2023-09-16,Processing
ORD02557,CUST0995,2024-10-04,Returned
ORD02558,CUST0122,2023-02-25,Shipped
ORD02559,CUST0544,2023-10-26,Delivered
ORD02560,CUST0222,2023-02-17,Delivered
ORD02561,CUST0631,2023-06-17,Processing
ORD02562,CUST0039,2024-12-16,Delivered
ORD02563,CUST0497,2024-09-11,Delivered
ORD02564,CUST0780,2024-10-11,Processing
ORD02565,CUST0233,2024-11-12,Shipped
ORD02566,CUST0943,2024-06-02,Processing
ORD02567,CUST0530,2024-12-26,Delivered
ORD02568,CUST0149,2023-01-28,Shipped
ORD02569,CUST0397,2024-10-05,Processing
ORD02570,CUST0661,2023-09-28,Delivered
ORD02571,CUST0638,2024-12-25,Shipped
ORD02572,CUST0904,2023-06-20,Delivered
ORD02573,CUST0302,2024-08-22,Cancelled
ORD02574,CUST0360,2023-01-21,Delivered
ORD02575,CUST0238,2024-01-12,Delivered
ORD02576,CUST0647,2023-12-24,Delivered
ORD02577,CUST0663,2024-10-08,Shipped
ORD02578,CUST0236,2024-06-20,Delivered
ORD02579,CUST0736,2023-05-16,Delivered
ORD02580,CUST0203,2023-10-10,Delivered
ORD02581,CUST0256,2023-10-28,Cancelled
ORD02582,CUST0598,2023-03-26,Delivered
ORD02583,CUST0662,2023-05-22,Delivered
ORD02584,CUST0235,2024-03-15,Shipped
ORD02585,CUST0345,2023-07-18,Delivered
ORD02586,CUST0534,2023-04-06,Cancelled
ORD02587,CUST0860,2023-02-23,Delivered
ORD02588,CUST0797,2023-03-11,Shipped
ORD02589,CUST0781,2024-11-08,Delivered
ORD02590,CUST0466,2024-10-22,Delivered
ORD02591,CUST0770,2023-10-18,Shipped
ORD02592,CUST0541,2024-02-23,Delivered
ORD02593,CUST0213,2024-12-19,Shipped
ORD02594,CUST0463,2023-09-13,Delivered
ORD02595,CUST0436,2024-09-26,Delivered
ORD02596,CUST0283,2024-11-08,Delivered
ORD02597,CUST0562,2024-02-03,Returned
ORD02598,CUST0607,2023-02-24,Delivered
ORD02599,CUST0463,2023-10-04,Delivered
ORD02600,CUST0407,2024-03-11,Delivered
ORD02601,CUST0088,2024-08-01,Delivered
ORD02602,CUST0044,2024-02-18,Delivered
ORD02603,CUST0461,2023-11-14,Cancelled
ORD02604,CUST0278,2024-11-26,Delivered
ORD02605,CUST0683,2023-08-20,Cancelled
ORD02606,CUST0421,2023-02-01,Delivered
ORD02607,CUST0701,2024-05-27,Shipped
ORD02608,CUST0353,2024-11-16,Cancelled
ORD02609,CUST0696,2024-03-10,Delivered
ORD02610,CUST0515,2023-10-28,Returned
ORD02611,CUST0703,2023-09-10,Delivered
ORD02612,CUST0630,2023-05-28,Cancelled
ORD02613,CUST0019,2024-09-07,Shipped
ORD02614,CUST0023,2024-05-13,Delivered
ORD02615,CUST0413,2023-12-11,Delivered
ORD02616,CUST0030,2023-11-07,Delivered
ORD02617,CUST0807,2023-10-02,Delivered
ORD02618,CUST0108,2023-11-24,Delivered
ORD02619,CUST0367,2024-05-27,Delivered
ORD02620,CUST0281,2023-12-18,Delivered
ORD02621,CUST0128,2024-05-22,Processing
ORD02622,CUST0229,2024-12-25,Delivered
ORD02623,CUST0111,2024-06-17,Delivered
ORD02624,CUST0136,2024-05-07,Shipped
ORD02625,CUST0362,2024-02-11,Delivered
ORD02626,CUST0186,2023-11-23,Delivered
ORD02627,CUST0656,2024-07-06,Delivered
ORD02628,CUST0584,2023-07-16,Cancelled
ORD02629,CUST0129,2024-12-07,Processing
ORD02630,CUST0876,2023-11-07,Delivered
ORD02631,CUST0261,2023-06-28,Shipped
ORD02632,CUST0515,2023-10-28,Delivered
ORD02633,CUST0449,2023-06-14,Shipped
ORD02634,CUST0900,2023-12-04,Shipped
ORD02635,CUST0104,2024-12-06,Shipped
ORD02636,CUST0483,2023-02-17,Delivered
ORD02637,CUST0224,2024-09-05,Delivered
ORD02638,CUST0832,2024-04-04,Delivered
ORD02639,CUST0874,2023-06-10,Cancelled
ORD02640,CUST0866,2023-09-13,Delivered
ORD02641,CUST0491,2023-11-28,Processing
ORD02642,CUST0473,2024-05-21,Returned
ORD02643,CUST0010,2024-06-04,Delivered
ORD02644,CUST0405,2023-02-16,Shipped
ORD02645,CUST0896,2023-01-19,Shipped
ORD02646,CUST0302,2024-05-24,Returned
ORD02647,CUST0231,2023-11-06,Returned
ORD02648,CUST0731,2024-07-21,Shipped
ORD02649,CUST0923,2024-05-05,Delivered
ORD02650,CUST0066,2023-05-23,Processing
ORD02651,CUST0937,2023-06-23,Delivered
ORD02652,CUST0112,2023-06-27,Processing
ORD02653,CUST0013,2024-02-27,Cancelled
ORD02654,CUST0393,2023-11-07,Delivered
ORD02655,CUST0500,2023-03-20,Shipped
ORD02656,CUST0932,2023-01-15,Delivered
ORD02657,CUST0598,2024-03-05,Delivered
ORD02658,CUST0234,2023-09-03,Delivered
ORD02659,CUST0602,2024-11-02,Shipped
ORD02660,CUST0314,2023-12-17,Cancelled
ORD02661,CUST0566,2024-06-18,Cancelled
ORD02662,CUST0012,2023-06-22,Delivered
ORD02663,CUST0209,2023-04-02,Cancelled
ORD02664,CUST0974,2024-09-15,Shipped
ORD02665,CUST0014,2023-08-23,Delivered
ORD02666,CUST0633,2024-08-12,Delivered
ORD02667,CUST0418,2023-10-22,Delivered
ORD02668,CUST0437,2023-04-07,Cancelled
ORD02669,CUST0377,2023-05-27,Shipped
ORD02670,CUST0020,2023-12-20,Shipped
ORD02671,CUST0587,2023-09-09,Delivered
ORD02672,CUST0912,2023-10-14,Shipped
ORD02673,CUST0755,2023-08-09,Delivered
ORD02674,CUST0735,2024-09-06,Delivered
ORD02675,CUST0070,2024-07-09,Shipped
ORD02676,CUST0824,2024-12-05,Delivered
ORD02677,CUST0211,2023-02-24,Processing
ORD02678,CUST0101,2024-12-23,Delivered
ORD02679,CUST0698,2023-10-19,Shipped
ORD02680,CUST0132,2023-06-05,Delivered
ORD02681,CUST0623,2024-12-14,Delivered
ORD02682,CUST0381,2024-01-20,Delivered
ORD02683,CUST0132,2023-02-04,Delivered
ORD02684,CUST0020,2023-10-14,Cancelled
ORD02685,CUST0906,2023-05-03,Delivered
ORD02686,CUST0536,2024-12-25,Processing
ORD02687,CUST0227,2024-03-26,Returned
ORD02688,CUST0154,2023-05-04,Delivered
ORD02689,CUST0805,2024-12-08,Delivered
ORD02690,CUST0742,2024-12-26,Shipped
ORD02691,CUST0469,2023-03-24,Returned
ORD02692,CUST0822,2024-09-26,Cancelled
ORD02693,CUST1000,2024-02-12,Delivered
ORD02694,CUST0871,2024-08-20,Processing
ORD02695,CUST0405,2023-12-06,Delivered
ORD02696,CUST0202,2024-12-13,Returned
ORD02697,CUST0038,2023-05-24,Returned
ORD02698,CUST0942,2024-07-05,Delivered
ORD02699,CUST0772,2024-01-17,Delivered
ORD02700,CUST0188,2023-09-05,Delivered
ORD02701,CUST0057,2024-08-09,Delivered
ORD02702,CUST0941,2023-12-21,Processing
ORD02703,CUST0020,2024-10-08,Delivered
ORD02704,CUST0273,2024-10-06,Delivered
ORD02705,CUST0119,2024-12-26,Delivered
ORD02706,CUST0583,2024-08-09,Returned
ORD02707,CUST0516,2024-08-23,Shipped
ORD02708,CUST0221,2023-05-28,Delivered
ORD02709,CUST0526,2023-12-14,Delivered
ORD02710,CUST0515,2024-11-21,Returned
ORD02711,CUST0728,2023-02-08,Processing
ORD02712,CUST0741,2023-03-02,Delivered
ORD02713,CUST0336,2023-10-18,Delivered
ORD02714,CUST0698,2024-11-01,Delivered
ORD02715,CUST0055,2024-10-24,Delivered
ORD02716,CUST0500,2023-07-17,Delivered
ORD02717,CUST0900,2023-06-20,Cancelled
ORD02718,CUST0888,2023-12-24,Delivered
ORD02719,CUST0766,2023-10-23,Processing
ORD02720,CUST0536,2024-04-24,Delivered
ORD02721,CUST0162,2023-09-06,Shipped
ORD02722,CUST0670,2023-03-12,Shipped
ORD02723,CUST0594,2023-08-02,Delivered
ORD02724,CUST0915,2024-07-06,Delivered
ORD02725,CUST0159,2024-12-11,Shipped
ORD02726,CUST0188,2023-11-28,Delivered
ORD02727,CUST0060,2023-05-16,Delivered
ORD02728,CUST0915,2024-04-01,Delivered
ORD02729,CUST0817,2024-04-10,Returned
ORD02730,CUST0319,2023-12-20,Delivered
ORD02731,CUST0878,2024-01-01,Processing
ORD02732,CUST0211,2024-05-12,Delivered
ORD02733,CUST0406,2023-01-24,Processing
ORD02734,CUST0664,2023-06-01,Delivered
ORD02735,CUST0109,2023-07-07,Cancelled
ORD02736,CUST0076,2023-08-05,Delivered
ORD02737,CUST0542,2024-03-16,Delivered
ORD02738,CUST0314,2023-03-22,Shipped
ORD02739,CUST0998,2024-04-13,Delivered
ORD02740,CUST0117,2024-05-14,Delivered
ORD02741,CUST0927,2023-08-09,Delivered
ORD02742,CUST0868,2023-12-22,Delivered
ORD02743,CUST0704,2024-03-12,Cancelled
ORD02744,CUST0019,2024-01-28,Delivered
ORD02745,CUST0432,2023-02-10,Delivered
ORD02746,CUST0685,2023-03-14,Shipped
ORD02747,CUST0740,2024-12-06,Delivered
ORD02748,CUST0350,2023-12-22,Delivered
ORD02749,CUST0183,2024-02-16,Delivered
ORD02750,CUST0113,2024-11-23,Cancelled
ORD02751,CUST0183,2023-05-25,Processing
ORD02752,CUST0481,2024-08-24,Processing
ORD02753,CUST0146,2024-03-04,Delivered
ORD02754,CUST0831,2023-03-12,Shipped
ORD02755,CUST0628,2023-11-08,Delivered
ORD02756,CUST0113,2023-10-11,Delivered
ORD02757,CUST0763,2024-12-24,Delivered
ORD02758,CUST0476,2023-07-10,Delivered
ORD02759,CUST0763,2024-07-25,Delivered
ORD02760,CUST0303,2024-04-05,Delivered
ORD02761,CUST0971,2023-04-25,Delivered
ORD02762,CUST0825,2023-11-23,Delivered
ORD02763,CUST0118,2023-10-14,Shipped
ORD02764,CUST0813,2023-07-26,Delivered
ORD02765,CUST0161,2023-10-17,Shipped
ORD02766,CUST0401,2023-03-28,Delivered
ORD02767,CUST0198,2023-04-05,Processing
ORD02768,CUST0260,2024-01-07,Delivered
ORD02769,CUST0660,2023-06-20,Delivered
ORD02770,CUST0752,2023-02-02,Delivered
ORD02771,CUST0047,2024-06-10,Shipped
ORD02772,CUST0987,2023-04-14,Processing
ORD02773,CUST0399,2024-02-14,Delivered
ORD02774,CUST0710,2023-05-09,Delivered
ORD02775,CUST0559,2024-05-12,Processing
ORD02776,CUST0078,2024-04-02,Shipped
ORD02777,CUST0124,2023-01-02,Delivered
ORD02778,CUST0075,2024-04-16,Delivered
ORD02779,CUST0871,2024-12-04,Delivered
ORD02780,CUST0137,2024-03-16,Shipped
ORD02781,CUST0602,2024-05-04,Delivered
ORD02782,CUST0400,2023-10-22,Returned
ORD02783,CUST0837,2023-05-24,Delivered
ORD02784,CUST0505,2024-10-19,Delivered
ORD02785,CUST0500,2024-04-09,Delivered
ORD02786,CUST0573,2023-09-03,Cancelled
ORD02787,CUST0138,2023-03-24,Processing
ORD02788,CUST0050,2023-01-21,Delivered
ORD02789,CUST0771,2023-04-15,Shipped
ORD02790,CUST0973,2023-02-18,Delivered
ORD02791,CUST0619,2024-05-16,Delivered
ORD02792,CUST0625,2023-08-05,Delivered
ORD02793,CUST0862,2023-03-14,Delivered
ORD02794,CUST0254,2024-12-25,Delivered
ORD02795,CUST0630,2024-12-15,Cancelled
ORD02796,CUST0710,2023-12-03,Delivered
ORD02797,CUST0849,2024-06-17,Cancelled
ORD02798,CUST0877,2023-03-09,Delivered
ORD02799,CUST0563,2023-05-19,Shipped
ORD02800,CUST0757,2023-11-23,Delivered
ORD02801,CUST0915,2023-10-13,Delivered
ORD02802,CUST0426,2024-10-28,Delivered
ORD02803,CUST0547,2023-03-25,Delivered
ORD02804,CUST0302,2024-08-13,Shipped
ORD02805,CUST0922,2024-09-07,Delivered
ORD02806,CUST0581,2023-01-19,Processing
ORD02807,CUST0349,2023-09-01,Delivered
ORD02808,CUST0832,2024-08-24,Delivered
ORD02809,CUST0933,2024-05-08,Delivered
ORD02810,CUST0980,2024-10-18,Cancelled
ORD02811,CUST0049,2023-03-02,Shipped
ORD02812,CUST0917,2023-05-21,Delivered
ORD02813,CUST0074,2023-12-09,Delivered
ORD02814,CUST0704,2023-05-26,Delivered
ORD02815,CUST0261,2023-09-08,Returned
ORD02816,CUST0356,2023-08-01,Shipped
ORD02817,CUST0582,2024-09-12,Delivered
ORD02818,CUST0602,2024-02-23,Delivered
ORD02819,CUST0260,2024-10-14,Delivered
ORD02820,CUST0638,2024-05-02,Returned
ORD02821,CUST0743,2023-11-08,Delivered
ORD02822,CUST0295,2024-03-01,Shipped
ORD02823,CUST0931,2023-10-23,Delivered
ORD02824,CUST0641,2024-12-09,Shipped
ORD02825,CUST0792,2023-11-08,Processing
ORD02826,CUST0313,2024-04-19,Shipped
ORD02827,CUST0612,2024-03-08,Delivered
ORD02828,CUST0838,2024-06-16,Cancelled
ORD02829,CUST0809,2023-07-15,Delivered
ORD02830,CUST0182,2023-11-06,Delivered
ORD02831,CUST0686,2023-08-24,Delivered
ORD02832,CUST0828,2023-09-01,Returned
ORD02833,CUST0364,2024-03-06,Delivered
ORD02834,CUST0188,2024-10-07,Shipped
ORD02835,CUST0569,2023-03-14,Shipped
ORD02836,CUST0543,2023-07-21,Delivered
ORD02837,CUST0596,2024-02-17,Delivered
ORD02838,CUST0664,2023-10-26,Delivered
ORD02839,CUST0985,2023-09-13,Delivered
ORD02840,CUST0548,2024-01-27,Delivered
ORD02841,CUST0725,2023-11-21,Delivered
ORD02842,CUST0926,2023-03-25,Cancelled
ORD02843,CUST0408,2023-04-21,Returned
ORD02844,CUST0876,2023-11-01,Delivered
ORD02845,CUST0618,2023-08-27,Delivered
ORD02846,CUST0414,2024-11-03,Delivered
ORD02847,CUST0342,2023-03-25,Shipped
ORD02848,CUST0220,2024-11-10,Processing
ORD02849,CUST0903,2024-07-08,Delivered
ORD02850,CUST0163,2023-08-09,Delivered
ORD02851,CUST0951,2023-01-02,Processing
ORD02852,CUST0220,2023-08-04,Delivered
ORD02853,CUST0270,2024-03-08,Delivered
ORD02854,CUST0632,2023-04-13,Shipped
ORD02855,CUST0906,2023-06-10,Delivered
ORD02856,CUST0848,2023-12-22,Delivered
ORD02857,CUST0400,2024-10-23,Shipped
ORD02858,CUST0182,2023-07-04,Processing
ORD02859,CUST0991,2023-02-10,Delivered
ORD02860,CUST0618,2024-02-11,Cancelled
ORD02861,CUST0729,2023-06-03,Delivered
ORD02862,CUST0205,2023-09-06,Processing
ORD02863,CUST0582,2024-08-20,Delivered
ORD02864,CUST0556,2023-10-05,Cancelled
ORD02865,CUST0841,2024-09-10,Cancelled
ORD02866,CUST0813,2024-12-09,Delivered
ORD02867,CUST0228,2024-10-09,Cancelled
ORD02868,CUST0696,2023-11-28,Processing
ORD02869,CUST0619,2023-11-05,Processing
ORD02870,CUST0596,2024-03-15,Delivered
ORD02871,CUST0850,2024-11-04,Processing
ORD02872,CUST0250,2024-12-09,Processing
ORD02873,CUST0875,2023-02-05,Delivered
ORD02874,CUST0441,2023-11-12,Cancelled
ORD02875,CUST0533,2024-07-16,Delivered
ORD02876,CUST0196,2024-09-21,Delivered
ORD02877,CUST0690,2024-03-21,Delivered
ORD02878,CUST0929,2023-06-18,Delivered
ORD02879,CUST0987,2024-08-16,Shipped
ORD02880,CUST0519,2023-06-19,Delivered
ORD02881,CUST0070,2024-08-25,Returned
ORD02882,CUST0639,2023-10-08,Delivered
ORD02883,CUST0399,2024-01-28,Delivered
ORD02884,CUST0978,2023-06-16,Delivered
ORD02885,CUST0672,2023-12-02,Delivered
ORD02886,CUST0760,2024-06-28,Cancelled
ORD02887,CUST0203,2023-05-05,Shipped
ORD02888,CUST0148,2024-04-27,Processing
ORD02889,CUST0472,2023-01-05,Delivered
ORD02890,CUST0655,2023-12-23,Delivered
ORD02891,CUST0944,2023-06-01,Delivered
ORD02892,CUST0199,2024-06-23,Delivered
ORD02893,CUST0917,2023-10-03,Delivered
ORD02894,CUST0426,2024-11-28,Shipped
ORD02895,CUST0666,2023-01-12,Delivered
ORD02896,CUST0492,2023-02-03,Shipped
ORD02897,CUST0888,2023-08-27,Delivered
ORD02898,CUST0896,2024-03-06,Delivered
ORD02899,CUST0142,2024-10-24,Shipped
ORD02900,CUST0313,2024-07-24,Delivered
ORD02901,CUST0165,2024-07-21,Cancelled
ORD02902,CUST0314,2023-05-05,Delivered
ORD02903,CUST0021,2023-12-02,Delivered
ORD02904,CUST0082,2023-08-01,Returned
ORD02905,CUST0581,2024-11-22,Delivered
ORD02906,CUST0131,2024-08-27,Delivered
ORD02907,CUST0599,2024-12-17,Shipped
ORD02908,CUST0730,2024-10-14,Delivered
ORD02909,CUST0933,2023-05-03,Processing
ORD02910,CUST0984,2024-12-05,Processing
ORD02911,CUST0305,2023-06-02,Returned
ORD02912,CUST0915,2023-06-27,Delivered
ORD02913,CUST0371,2023-11-15,Delivered
ORD02914,CUST0857,2024-05-21,Shipped
ORD02915,CUST0853,2024-11-06,Delivered
ORD02916,CUST0384,2023-11-21,Delivered
ORD02917,CUST0908,2024-04-04,Delivered
ORD02918,CUST0445,2023-02-20,Delivered
ORD02919,CUST0425,2024-01-10,Delivered
ORD02920,CUST0161,2023-08-03,Processing
ORD02921,CUST0178,2023-09-25,Processing
ORD02922,CUST0629,2024-03-07,Delivered
ORD02923,CUST0708,2023-04-03,Delivered
ORD02924,CUST0895,2023-08-26,Delivered
ORD02925,CUST0490,2024-01-11,Cancelled
ORD02926,CUST0327,2023-12-01,Delivered
ORD02927,CUST0598,2024-11-13,Shipped
ORD02928,CUST0289,2023-05-13,Delivered
ORD02929,CUST0593,2024-12-23,Shipped
ORD02930,CUST0664,2023-05-24,Delivered
ORD02931,CUST0573,2023-08-25,Processing
ORD02932,CUST0573,2023-01-26,Delivered
ORD02933,CUST0354,2024-07-28,Shipped
ORD02934,CUST0028,2023-05-05,Delivered
ORD02935,CUST0954,2024-02-21,Shipped
ORD02936,CUST0043,2023-12-08,Cancelled
ORD02937,CUST0681,2023-11-21,Delivered
ORD02938,CUST0423,2023-11-06,Processing
ORD02939,CUST0598,2024-07-05,Delivered
ORD02940,CUST0177,2024-05-20,Delivered
ORD02941,CUST0529,2024-01-23,Delivered
ORD02942,CUST0610,2024-04-20,Delivered
ORD02943,CUST0966,2023-12-19,Shipped
ORD02944,CUST0494,2024-02-01,Shipped
ORD02945,CUST0198,2023-11-10,Delivered
ORD02946,CUST0610,2023-07-15,Delivered
ORD02947,CUST0577,2024-03-10,Processing
ORD02948,CUST0842,2023-02-19,Cancelled
ORD02949,CUST0853,2024-06-03,Delivered
ORD02950,CUST0517,2023-10-15,Cancelled
ORD02951,CUST0514,2024-12-09,Delivered
ORD02952,CUST0022,2024-09-05,Delivered
ORD02953,CUST0112,2023-12-16,Processing
ORD02954,CUST0057,2023-06-10,Delivered
ORD02955,CUST0066,2024-06-20,Delivered
ORD02956,CUST0842,2023-07-17,Delivered
ORD02957,CUST0098,2024-06-22,Processing
ORD02958,CUST0144,2024-08-09,Processing
ORD02959,CUST0880,2023-09-21,Delivered
ORD02960,CUST0435,2023-10-08,Delivered
ORD02961,CUST0637,2023-03-04,Delivered
ORD02962,CUST0679,2024-06-19,Delivered
ORD02963,CUST0086,2024-11-08,Delivered
ORD02964,CUST0588,2024-12-22,Processing
ORD02965,CUST0344,2023-05-15,Delivered
ORD02966,CUST0936,2024-02-06,Delivered
ORD02967,CUST0294,2023-12-13,Delivered
ORD02968,CUST0956,2024-04-11,Delivered
ORD02969,CUST0571,2023-05-20,Cancelled
ORD02970,CUST0650,2024-04-24,Delivered
ORD02971,CUST0611,2024-02-15,Delivered
ORD02972,CUST0704,2023-08-16,Delivered
ORD02973,CUST0243,2023-09-11,Delivered
ORD02974,CUST0831,2023-12-25,Delivered
ORD02975,CUST0561,2024-02-26,Delivered
ORD02976,CUST0960,2024-11-16,Delivered
ORD02977,CUST0032,2023-01-28,Delivered
ORD02978,CUST0391,2023-12-22,Delivered
ORD02979,CUST0277,2024-04-21,Delivered
ORD02980,CUST0532,2023-02-03,Returned
ORD02981,CUST0154,2024-06-10,Delivered
ORD02982,CUST0383,2024-12-17,Delivered
ORD02983,CUST0068,2023-10-09,Delivered
ORD02984,CUST0878,2023-11-03,Delivered
ORD02985,CUST0884,2024-05-25,Shipped
ORD02986,CUST0214,2024-03-12,Delivered
ORD02987,CUST0655,2024-07-18,Shipped
ORD02988,CUST0376,2023-12-14,Delivered
ORD02989,CUST0744,2024-12-19,Delivered
ORD02990,CUST0213,2024-11-18,Processing
ORD02991,CUST0079,2023-02-22,Delivered
ORD02992,CUST0726,2023-05-27,Delivered
ORD02993,CUST0628,2024-01-15,Delivered
ORD02994,CUST0604,2023-07-11,Shipped
ORD02995,CUST0782,2023-11-22,Delivered
ORD02996,CUST0923,2024-04-24,Processing
ORD02997,CUST0381,2023-12-27,Delivered
ORD02998,CUST0680,2023-09-21,Cancelled
ORD02999,CUST0058,2023-01-24,Delivered
ORD03000,CUST0796,2023-06-18,Shipped
ORD03001,CUST0026,2023-09-07,Delivered
ORD03002,CUST0881,2024-04-07,Cancelled
ORD03003,CUST0447,2023-06-12,Delivered
ORD03004,CUST0066,2023-05-10,Delivered
ORD03005,CUST0921,2023-10-21,Delivered
ORD03006,CUST0760,2024-06-12,Delivered
ORD03007,CUST0254,2024-11-14,Delivered
ORD03008,CUST0899,2024-02-06,Cancelled
ORD03009,CUST0968,2024-06-06,Returned
ORD03010,CUST0044,2023-08-13,Delivered
ORD03011,CUST0097,2024-11-23,Cancelled
ORD03012,CUST0554,2024-09-23,Delivered
ORD03013,CUST0227,2023-12-26,Delivered
ORD03014,CUST0774,2023-02-01,Shipped
ORD03015,CUST0679,2024-02-24,Shipped
ORD03016,CUST0436,2023-09-17,Returned
ORD03017,CUST0791,2023-10-28,Delivered
ORD03018,CUST0601,2024-04-25,Shipped
ORD03019,CUST0379,2024-08-04,Delivered
ORD03020,CUST0178,2023-11-04,Delivered
ORD03021,CUST0427,2024-12-15,Delivered
ORD03022,CUST0915,2024-12-21,Returned
ORD03023,CUST0709,2024-01-12,Processing
ORD03024,CUST0307,2023-08-09,Processing
ORD03025,CUST0779,2024-05-26,Delivered
ORD03026,CUST0504,2024-10-01,Delivered
ORD03027,CUST0268,2024-01-01,Delivered
ORD03028,CUST0586,2023-11-27,Delivered
ORD03029,CUST0008,2024-05-19,Delivered
ORD03030,CUST0920,2024-04-13,Shipped
ORD03031,CUST0508,2023-09-13,Delivered
ORD03032,CUST0476,2023-11-19,Delivered
ORD03033,CUST0297,2024-03-21,Delivered
ORD03034,CUST0164,2024-12-06,Delivered
ORD03035,CUST0485,2024-12-17,Delivered
ORD03036,CUST0597,2023-07-04,Cancelled
ORD03037,CUST0072,2023-08-21,Shipped
ORD03038,CUST0567,2024-11-21,Processing
ORD03039,CUST0905,2024-11-06,Delivered
ORD03040,CUST0559,2024-04-03,Delivered
ORD03041,CUST0911,2023-07-21,Delivered
ORD03042,CUST0944,2023-01-23,Cancelled
ORD03043,CUST0238,2023-08-01,Processing
ORD03044,CUST0104,2023-12-21,Delivered
ORD03045,CUST0210,2024-03-21,Delivered
ORD03046,CUST0554,2023-05-18,Delivered
ORD03047,CUST0828,2023-10-26,Shipped
ORD03048,CUST0468,2024-11-22,Cancelled
ORD03049,CUST0454,2023-05-05,Delivered
ORD03050,CUST0268,2023-09-19,Delivered
ORD03051,CUST0386,2023-02-20,Delivered
ORD03052,CUST0775,2023-02-10,Delivered
ORD03053,CUST0848,2024-12-03,Delivered
ORD03054,CUST0387,2023-07-12,Delivered
ORD03055,CUST0877,2023-06-16,Shipped
ORD03056,CUST0259,2023-06-16,Shipped
ORD03057,CUST0283,2023-04-14,Delivered
ORD03058,CUST0626,2024-12-21,Processing
ORD03059,CUST0875,2024-11-06,Delivered
ORD03060,CUST0040,2024-01-06,Delivered
ORD03061,CUST0486,2023-02-11,Delivered
ORD03062,CUST0929,2024-07-20,Delivered
ORD03063,CUST0220,2023-03-24,Delivered
ORD03064,CUST0129,2024-12-07,Delivered
ORD03065,CUST0520,2023-08-17,Delivered
ORD03066,CUST0613,2023-04-12,Returned
ORD03067,CUST0928,2023-12-01,Delivered
ORD03068,CUST0892,2024-03-03,Delivered
ORD03069,CUST0688,2023-04-16,Delivered
ORD03070,CUST0619,2023-12-12,Shipped
ORD03071,CUST0613,2024-07-26,Delivered
ORD03072,CUST0260,2024-07-13,Processing
ORD03073,CUST0990,2023-04-07,Delivered
ORD03074,CUST0966,2024-12-04,Delivered
